	sentiment	content
489	neutral	In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
491	love	The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now
492	neutral	@KallieT oh ... you've been superseeded?  not good enough
495	boredom	is really, really bored... I guess I will go to bed
497	surprise	@ModelTheany  tee we beefin....what was u supposed to do before leavin????
498	sadness	Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
500	neutral	@dorkydeanna IIII know!!! and mean
501	sadness	Having Fever  dont feel to work
502	worry	Taking Horse Pills, hoping I can get some sleep tonight
503	neutral	@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
505	hate	@juliaiiivir Hey! That's my school! I hate that place.
506	sadness	Working from home today, my back is killing me  Doctor and then physio after later today.
508	happiness	@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!
509	neutral	awwww  i never noticed this http://bit.ly/RConp
510	neutral	@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite
511	worry	Looks like it's going to be too nice to work today, how annoying as I have no choice
512	neutral	@mygoldmask did you guys keep a set list? I forgot to ask for one  xx
513	neutral	First impression of Silverlight: sadly, based on what I saw today, it's quite problematic
514	worry	is desperatly hoping my dad takes me to vanessa's game
515	worry	@pb_and_jay hi!  Fuck your job!
516	sadness	Missing you all deeply
517	neutral	the time you go to bed,  i have to get up to go to work
518	happiness	@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot
519	sadness	@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.
520	neutral	@miss_cheryl Lucky, now I want to teleport
521	worry	Somebody please save the polar bears!
523	sadness	I don't want her to leave..
524	relief	Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
525	happiness	good lord, just seen the agency work for our upcoming Open Day. Money for Jam
526	empty	wut do i do now????
528	worry	At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
531	surprise	Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
532	sadness	@WillyNorthpole I wish I was there
534	neutral	FC is finally up again. it's about time. i hate that this keeps happening
535	neutral	seriously bored without anyone to talk to... but not tired enough for sleep
536	sadness	morning again! I hate mornings. So offensive!
537	neutral	@keytar still!! give your computer a break omg
538	sadness	bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
539	neutral	where u at?
540	sadness	@brianshead waah. We're no longer your peeps.
541	sadness	@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha
542	surprise	Extremly deep
543	happiness	My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
545	neutral	@Forever_Yours13 I'm not at home with my cats right now!
546	worry	hoping i didn't fail english. that would just be sad
548	neutral	Leno's last show was tonight.  I like him better than Conan.
549	sadness	@MariusLT I'm sorry about your bad driving experiences.
550	neutral	@monpio i don't have any of that
551	sadness	Already misses @CMontecillo
552	hate	plan may changes , nooooooo
553	hate	my sister is a douchebag
554	surprise	@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
556	worry	I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
557	sadness	Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!
558	neutral	@ddlovato july... too long
559	worry	@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles
560	surprise	@astynes Me too.  Wonder if Mnet will show it...
561	neutral	Wearing glasses gives me a headache.
563	worry	finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!
566	worry	#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .
567	worry	#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
568	worry	@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
569	worry	gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?
570	neutral	@shanajaca But @feltbeats is on page 6 at Ms Twitterworld, only 26 votes
571	worry	I'm bummed that I can't wear my sweet Nike kicks to work.
573	neutral	sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!
574	sadness	@joek949 It's depressing I'm stuck inside all day
575	worry	@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed
576	sadness	i hate being sick. i miss @cynthiasheree @lucyowns and @larilync
577	neutral	@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)
580	worry	depressed that i wasn't included in the morcom gardens quiz on facebook
583	boredom	So deep its priecing my soul
584	worry	@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!
585	neutral	friday here at last, not much fun when your skint though
587	sadness	@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:
589	worry	My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house
590	worry	@RDeRozario woops! I only just realized my DMs to you are not going through
592	surprise	I cant use my blackberry today. This sucks.
593	enthusiasm	Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy
594	neutral	the times they are a changing
595	sadness	@prncsztalia why do you hate me!?
596	hate	time for tv in bed.Then spending all day catching up on studying  i hate online summer classes
597	neutral	@slickiris video is not available to us foreigners
598	sadness	http://twitpic.com/663vr - Wanted to visit the animals but we were too late
600	sadness	#jonaswebcast i just missed it!!!!
601	hate	Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
602	neutral	waiting to get picked up!
603	sadness	So exhausted..can't sleep. I don't like these nights
604	sadness	i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz
605	surprise	lol i cant drink!!
606	surprise	if bill compton has wii, why can't he have twitter?
607	sadness	@NothinButSin sorry to hear that.
608	worry	Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up
609	sadness	Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face
610	worry	Cannot sleep. 2+ hours of tossing and turning.
611	worry	Omg going to die of swine flu when I go to Melbourne
612	anger	Packing  I don't like it..
614	neutral	wishes Dave Gilmour and Roger Waters would re-unite for a Pink Floyd concert
615	sadness	finished a whole box of ice cream
617	neutral	Someone make me a cofffeeeeeee......
618	worry	@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately
619	love	Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt
621	neutral	My nose is stuffy
622	neutral	last night in newport
623	relief	@charlieboy808 thanks for the rt and sorry about your new place with the domestics
625	worry	Holy crap! It's raining in LA and I don't have a jacket!  oh no.
627	neutral	Baby was not herself after recieving vaccines
628	worry	Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.
630	sadness	@chrisontv88 btw I am not a wimp
631	relief	@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
632	worry	Rejecting all food substances.
633	worry	@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.
634	sadness	@queenbmakeup i can't add you on myspace girly  it asks for a last name and email
636	worry	@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.
638	worry	@jprestonian It feels not good.
640	neutral	@zaharh that sucks!  how old are you actually?
643	worry	I was a very naughty girl tonight. dissappointed with myself
644	worry	@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser
645	sadness	http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!
646	surprise	@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !
647	surprise	Just saw a fox!  as i was getting on the freeway... I hope it goes home
648	neutral	scratch that; sleep on a stage bound.
649	surprise	recapping on britains got talent. britain seems more talented than america
650	neutral	@officialTila I cnt get it!! its goin to ur old messages?!?  &gt;&gt;&gt;&gt; HELP?&lt;&lt;&lt;&lt;
